candidate,changed,class_id,comparator,corrections,dataset,destructions,n,seed,task,wrong_to_different_wrong
G.L,9,4,G.L-permute,8,HK,0,165,1994,7,1
G.L,0,6,G.L-permute,0,HK,0,1,1994,7,0
G.L,0,9,G.L-permute,0,HK,0,164,1994,7,0
G.L,4,11,G.L-permute,3,HK,0,61,1994,7,1
G.L,2,12,G.L-permute,0,HK,1,41,1994,7,1
G.L,0,13,G.L-permute,0,HK,0,160,1994,7,0
G.L,0,15,G.L-permute,0,HK,0,123,1994,7,0
G.L,0,16,G.L-permute,0,HK,0,8,1994,7,0
G.L,0,17,G.L-permute,0,HK,0,5,1994,7,0
G.L,0,19,G.L-permute,0,HK,0,2,1994,7,0
G.L,0,21,G.L-permute,0,HK,0,4,1994,7,0
G.L,0,22,G.L-permute,0,HK,0,21,1994,7,0
G.L,2,0,G.L-permute,0,HK,0,7,1994,8,2
G.L,8,3,G.L-permute,0,HK,8,157,1994,8,0
G.L,10,4,G.L-permute,9,HK,0,165,1994,8,1
G.L,0,5,G.L-permute,0,HK,0,1,1994,8,0
G.L,0,6,G.L-permute,0,HK,0,1,1994,8,0
G.L,0,7,G.L-permute,0,HK,0,21,1994,8,0
G.L,0,9,G.L-permute,0,HK,0,164,1994,8,0
G.L,2,11,G.L-permute,2,HK,0,61,1994,8,0
G.L,2,12,G.L-permute,0,HK,1,41,1994,8,1
G.L,0,13,G.L-permute,0,HK,0,160,1994,8,0
G.L,0,15,G.L-permute,0,HK,0,123,1994,8,0
G.L,0,16,G.L-permute,0,HK,0,8,1994,8,0
G.L,0,17,G.L-permute,0,HK,0,5,1994,8,0
G.L,0,19,G.L-permute,0,HK,0,2,1994,8,0
G.L,0,21,G.L-permute,0,HK,0,4,1994,8,0
G.L,0,22,G.L-permute,0,HK,0,21,1994,8,0
G.L,2,0,G.L-permute,0,HK,0,7,1994,9,2
G.L,0,1,G.L-permute,0,HK,0,113,1994,9,0
G.L,10,3,G.L-permute,0,HK,10,157,1994,9,0
G.L,10,4,G.L-permute,10,HK,0,165,1994,9,0
G.L,0,5,G.L-permute,0,HK,0,1,1994,9,0
G.L,0,6,G.L-permute,0,HK,0,1,1994,9,0
G.L,0,7,G.L-permute,0,HK,0,21,1994,9,0
G.L,0,9,G.L-permute,0,HK,0,164,1994,9,0
G.L,3,11,G.L-permute,2,HK,0,61,1994,9,1
G.L,2,12,G.L-permute,0,HK,1,41,1994,9,1
G.L,0,13,G.L-permute,0,HK,0,160,1994,9,0
G.L,0,15,G.L-permute,0,HK,0,123,1994,9,0
G.L,0,16,G.L-permute,0,HK,0,8,1994,9,0
G.L,0,17,G.L-permute,0,HK,0,5,1994,9,0
G.L,2,18,G.L-permute,0,HK,1,33,1994,9,1
G.L,0,19,G.L-permute,0,HK,0,2,1994,9,0
G.L,0,21,G.L-permute,0,HK,0,4,1994,9,0
G.L,0,22,G.L-permute,0,HK,0,21,1994,9,0
G.L,1,0,G.L-permute,0,HK,0,7,1994,10,1
G.L,0,1,G.L-permute,0,HK,0,113,1994,10,0
G.L,9,3,G.L-permute,0,HK,9,157,1994,10,0
G.L,10,4,G.L-permute,10,HK,0,165,1994,10,0
G.L,0,5,G.L-permute,0,HK,0,1,1994,10,0
G.L,0,6,G.L-permute,0,HK,0,1,1994,10,0
G.L,0,7,G.L-permute,0,HK,0,21,1994,10,0
G.L,0,9,G.L-permute,0,HK,0,164,1994,10,0
G.L,18,10,G.L-permute,0,HK,12,150,1994,10,6
G.L,10,11,G.L-permute,10,HK,0,61,1994,10,0
G.L,3,12,G.L-permute,0,HK,2,41,1994,10,1
G.L,0,13,G.L-permute,0,HK,0,160,1994,10,0
G.L,0,14,G.L-permute,0,HK,0,60,1994,10,0
G.L,0,15,G.L-permute,0,HK,0,123,1994,10,0
G.L,0,16,G.L-permute,0,HK,0,8,1994,10,0
G.L,0,17,G.L-permute,0,HK,0,5,1994,10,0
G.L,1,18,G.L-permute,0,HK,0,33,1994,10,1
G.L,0,19,G.L-permute,0,HK,0,2,1994,10,0
G.L,0,21,G.L-permute,0,HK,0,4,1994,10,0
G.L,0,22,G.L-permute,0,HK,0,21,1994,10,0
G.L,0,0,G.L-permute,0,HK,0,7,1994,11,0
G.L,3,1,G.L-permute,2,HK,1,113,1994,11,0
G.L,1,2,G.L-permute,1,HK,0,182,1994,11,0
G.L,7,3,G.L-permute,0,HK,7,157,1994,11,0
G.L,9,4,G.L-permute,8,HK,0,165,1994,11,1
G.L,0,5,G.L-permute,0,HK,0,1,1994,11,0
G.L,0,6,G.L-permute,0,HK,0,1,1994,11,0
G.L,0,7,G.L-permute,0,HK,0,21,1994,11,0
G.L,1,8,G.L-permute,0,HK,1,153,1994,11,0
G.L,0,9,G.L-permute,0,HK,0,164,1994,11,0
G.L,17,10,G.L-permute,0,HK,10,150,1994,11,7
G.L,11,11,G.L-permute,10,HK,0,61,1994,11,1
G.L,4,12,G.L-permute,0,HK,3,41,1994,11,1
G.L,0,13,G.L-permute,0,HK,0,160,1994,11,0
G.L,1,14,G.L-permute,0,HK,1,60,1994,11,0
G.L,0,15,G.L-permute,0,HK,0,123,1994,11,0
G.L,0,16,G.L-permute,0,HK,0,8,1994,11,0
G.L,1,17,G.L-permute,0,HK,0,5,1994,11,1
G.L,3,18,G.L-permute,0,HK,1,33,1994,11,2
G.L,0,19,G.L-permute,0,HK,0,2,1994,11,0
G.L,8,20,G.L-permute,0,HK,4,66,1994,11,4
G.L,0,21,G.L-permute,0,HK,0,4,1994,11,0
G.L,0,22,G.L-permute,0,HK,0,21,1994,11,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,1,0
G.L,0,13,G.L-permute,0,HK,0,160,1995,1,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,2,0
G.L,1,13,G.L-permute,0,HK,1,160,1995,2,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,2,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,2,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,3,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,3,0
G.L,0,13,G.L-permute,0,HK,0,160,1995,3,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,3,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,3,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,3,0
G.L,0,1,G.L-permute,0,HK,0,113,1995,4,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,4,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,4,0
G.L,1,12,G.L-permute,0,HK,1,41,1995,4,0
G.L,1,13,G.L-permute,0,HK,1,160,1995,4,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,4,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,4,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,4,0
G.L,0,1,G.L-permute,0,HK,0,113,1995,5,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,5,0
G.L,0,8,G.L-permute,0,HK,0,153,1995,5,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,5,0
G.L,1,12,G.L-permute,0,HK,1,41,1995,5,0
G.L,1,13,G.L-permute,0,HK,1,160,1995,5,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,5,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,5,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,5,0
G.L,0,22,G.L-permute,0,HK,0,21,1995,5,0
G.L,0,1,G.L-permute,0,HK,0,113,1995,6,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,6,0
G.L,1,8,G.L-permute,1,HK,0,153,1995,6,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,6,0
G.L,0,12,G.L-permute,0,HK,0,41,1995,6,0
G.L,3,13,G.L-permute,0,HK,2,160,1995,6,1
G.L,1,14,G.L-permute,1,HK,0,60,1995,6,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,6,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,6,0
G.L,0,17,G.L-permute,0,HK,0,5,1995,6,0
G.L,0,19,G.L-permute,0,HK,0,2,1995,6,0
G.L,0,22,G.L-permute,0,HK,0,21,1995,6,0
G.L,0,1,G.L-permute,0,HK,0,113,1995,7,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,7,0
G.L,0,6,G.L-permute,0,HK,0,1,1995,7,0
G.L,0,8,G.L-permute,0,HK,0,153,1995,7,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,7,0
G.L,0,12,G.L-permute,0,HK,0,41,1995,7,0
G.L,1,13,G.L-permute,0,HK,1,160,1995,7,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,7,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,7,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,7,0
G.L,0,17,G.L-permute,0,HK,0,5,1995,7,0
G.L,2,18,G.L-permute,1,HK,1,33,1995,7,0
G.L,0,19,G.L-permute,0,HK,0,2,1995,7,0
G.L,0,22,G.L-permute,0,HK,0,21,1995,7,0
G.L,0,0,G.L-permute,0,HK,0,7,1995,8,0
G.L,0,1,G.L-permute,0,HK,0,113,1995,8,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,8,0
G.L,0,6,G.L-permute,0,HK,0,1,1995,8,0
G.L,0,8,G.L-permute,0,HK,0,153,1995,8,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,8,0
G.L,1,12,G.L-permute,0,HK,0,41,1995,8,1
G.L,1,13,G.L-permute,0,HK,1,160,1995,8,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,8,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,8,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,8,0
G.L,0,17,G.L-permute,0,HK,0,5,1995,8,0
G.L,1,18,G.L-permute,0,HK,0,33,1995,8,1
G.L,0,19,G.L-permute,0,HK,0,2,1995,8,0
G.L,4,20,G.L-permute,1,HK,2,66,1995,8,1
G.L,2,22,G.L-permute,1,HK,0,21,1995,8,1
G.L,1,0,G.L-permute,0,HK,0,7,1995,9,1
G.L,0,1,G.L-permute,0,HK,0,113,1995,9,0
G.L,2,3,G.L-permute,0,HK,2,157,1995,9,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,9,0
G.L,0,6,G.L-permute,0,HK,0,1,1995,9,0
G.L,0,8,G.L-permute,0,HK,0,153,1995,9,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,9,0
G.L,6,11,G.L-permute,4,HK,0,61,1995,9,2
G.L,0,12,G.L-permute,0,HK,0,41,1995,9,0
G.L,0,13,G.L-permute,0,HK,0,160,1995,9,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,9,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,9,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,9,0
G.L,0,17,G.L-permute,0,HK,0,5,1995,9,0
G.L,2,18,G.L-permute,1,HK,0,33,1995,9,1
G.L,0,19,G.L-permute,0,HK,0,2,1995,9,0
G.L,5,20,G.L-permute,1,HK,4,66,1995,9,0
G.L,1,22,G.L-permute,1,HK,0,21,1995,9,0
G.L,0,0,G.L-permute,0,HK,0,7,1995,10,0
G.L,1,1,G.L-permute,1,HK,0,113,1995,10,0
G.L,0,2,G.L-permute,0,HK,0,182,1995,10,0
G.L,1,3,G.L-permute,0,HK,1,157,1995,10,0
G.L,0,5,G.L-permute,0,HK,0,1,1995,10,0
G.L,0,6,G.L-permute,0,HK,0,1,1995,10,0
G.L,0,8,G.L-permute,0,HK,0,153,1995,10,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,10,0
G.L,4,11,G.L-permute,3,HK,0,61,1995,10,1
G.L,2,12,G.L-permute,0,HK,1,41,1995,10,1
G.L,0,13,G.L-permute,0,HK,0,160,1995,10,0
G.L,1,14,G.L-permute,0,HK,1,60,1995,10,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,10,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,10,0
G.L,0,17,G.L-permute,0,HK,0,5,1995,10,0
G.L,3,18,G.L-permute,0,HK,1,33,1995,10,2
G.L,0,19,G.L-permute,0,HK,0,2,1995,10,0
G.L,10,20,G.L-permute,0,HK,6,66,1995,10,4
G.L,0,21,G.L-permute,0,HK,0,4,1995,10,0
G.L,0,22,G.L-permute,0,HK,0,21,1995,10,0
G.L,0,0,G.L-permute,0,HK,0,7,1995,11,0
G.L,0,1,G.L-permute,0,HK,0,113,1995,11,0
G.L,2,2,G.L-permute,1,HK,1,182,1995,11,0
G.L,9,3,G.L-permute,0,HK,9,157,1995,11,0
G.L,7,4,G.L-permute,6,HK,0,165,1995,11,1
G.L,0,5,G.L-permute,0,HK,0,1,1995,11,0
G.L,0,6,G.L-permute,0,HK,0,1,1995,11,0
G.L,0,7,G.L-permute,0,HK,0,21,1995,11,0
G.L,1,8,G.L-permute,0,HK,1,153,1995,11,0
G.L,0,9,G.L-permute,0,HK,0,164,1995,11,0
G.L,14,10,G.L-permute,0,HK,9,150,1995,11,5
G.L,11,11,G.L-permute,10,HK,0,61,1995,11,1
G.L,2,12,G.L-permute,0,HK,2,41,1995,11,0
G.L,0,13,G.L-permute,0,HK,0,160,1995,11,0
G.L,0,14,G.L-permute,0,HK,0,60,1995,11,0
G.L,0,15,G.L-permute,0,HK,0,123,1995,11,0
G.L,0,16,G.L-permute,0,HK,0,8,1995,11,0
G.L,0,17,G.L-permute,0,HK,0,5,1995,11,0
G.L,3,18,G.L-permute,0,HK,1,33,1995,11,2
G.L,0,19,G.L-permute,0,HK,0,2,1995,11,0
G.L,11,20,G.L-permute,0,HK,6,66,1995,11,5
G.L,0,21,G.L-permute,0,HK,0,4,1995,11,0
G.L,0,22,G.L-permute,0,HK,0,21,1995,11,0
G.template-0,4,0,G.template-1,0,HK,4,7,1993,1,0
G.template-0,35,4,G.template-1,31,HK,4,165,1993,1,0
G.template-0,5,0,G.template-1,0,HK,1,7,1993,2,4
G.template-0,51,4,G.template-1,25,HK,9,165,1993,2,17
G.template-0,39,8,G.template-1,9,HK,22,153,1993,2,8
G.template-0,27,12,G.template-1,0,HK,20,41,1993,2,7
G.template-0,2,0,G.template-1,0,HK,0,7,1993,3,2
G.template-0,95,2,G.template-1,0,HK,0,182,1993,3,95
G.template-0,50,4,G.template-1,22,HK,9,165,1993,3,19
G.template-0,44,8,G.template-1,4,HK,29,153,1993,3,11
G.template-0,14,11,G.template-1,0,HK,14,61,1993,3,0
G.template-0,17,12,G.template-1,0,HK,0,41,1993,3,17
G.template-0,2,0,G.template-1,0,HK,0,7,1993,4,2
G.template-0,103,2,G.template-1,0,HK,0,182,1993,4,103
G.template-0,52,3,G.template-1,0,HK,0,157,1993,4,52
G.template-0,53,4,G.template-1,20,HK,11,165,1993,4,22
G.template-0,36,8,G.template-1,3,HK,15,153,1993,4,18
G.template-0,14,11,G.template-1,0,HK,14,61,1993,4,0
G.template-0,17,12,G.template-1,0,HK,0,41,1993,4,17
G.template-0,2,17,G.template-1,1,HK,0,5,1993,4,1
G.template-0,2,0,G.template-1,0,HK,0,7,1993,5,2
G.template-0,60,2,G.template-1,0,HK,0,182,1993,5,60
G.template-0,72,3,G.template-1,0,HK,0,157,1993,5,72
G.template-0,95,4,G.template-1,45,HK,2,165,1993,5,48
G.template-0,58,8,G.template-1,3,HK,6,153,1993,5,49
G.template-0,14,11,G.template-1,0,HK,14,61,1993,5,0
G.template-0,17,12,G.template-1,0,HK,0,41,1993,5,17
G.template-0,1,16,G.template-1,0,HK,0,8,1993,5,1
G.template-0,2,17,G.template-1,1,HK,0,5,1993,5,1
G.template-0,3,21,G.template-1,0,HK,0,4,1993,5,3
G.template-0,2,0,G.template-1,0,HK,0,7,1993,6,2
G.template-0,60,2,G.template-1,0,HK,0,182,1993,6,60
G.template-0,72,3,G.template-1,0,HK,0,157,1993,6,72
G.template-0,95,4,G.template-1,43,HK,2,165,1993,6,50
G.template-0,58,8,G.template-1,3,HK,6,153,1993,6,49
G.template-0,14,11,G.template-1,0,HK,14,61,1993,6,0
G.template-0,17,12,G.template-1,0,HK,0,41,1993,6,17
G.template-0,45,13,G.template-1,0,HK,0,160,1993,6,45
G.template-0,1,16,G.template-1,0,HK,0,8,1993,6,1
G.template-0,2,17,G.template-1,1,HK,0,5,1993,6,1
G.template-0,3,21,G.template-1,0,HK,0,4,1993,6,3
G.template-0,11,22,G.template-1,0,HK,0,21,1993,6,11
G.template-0,2,0,G.template-1,0,HK,0,7,1993,7,2
G.template-0,61,2,G.template-1,0,HK,0,182,1993,7,61
G.template-0,80,3,G.template-1,0,HK,0,157,1993,7,80
G.template-0,95,4,G.template-1,43,HK,1,165,1993,7,51
G.template-0,67,8,G.template-1,3,HK,4,153,1993,7,60
G.template-0,19,11,G.template-1,2,HK,15,61,1993,7,2
G.template-0,19,12,G.template-1,0,HK,0,41,1993,7,19
G.template-0,50,13,G.template-1,0,HK,0,160,1993,7,50
G.template-0,33,14,G.template-1,0,HK,20,60,1993,7,13
G.template-0,1,16,G.template-1,0,HK,0,8,1993,7,1
G.template-0,3,17,G.template-1,1,HK,0,5,1993,7,2
G.template-0,17,18,G.template-1,0,HK,0,33,1993,7,17
G.template-0,3,21,G.template-1,0,HK,0,4,1993,7,3
G.template-0,12,22,G.template-1,0,HK,0,21,1993,7,12
G.template-0,2,0,G.template-1,0,HK,0,7,1993,8,2
G.template-0,64,2,G.template-1,0,HK,0,182,1993,8,64
G.template-0,88,3,G.template-1,0,HK,0,157,1993,8,88
G.template-0,95,4,G.template-1,42,HK,1,165,1993,8,52
G.template-0,77,8,G.template-1,3,HK,4,153,1993,8,70
G.template-0,30,9,G.template-1,0,HK,0,164,1993,8,30
G.template-0,19,11,G.template-1,2,HK,15,61,1993,8,2
G.template-0,20,12,G.template-1,0,HK,0,41,1993,8,20
G.template-0,54,13,G.template-1,0,HK,0,160,1993,8,54
G.template-0,36,14,G.template-1,0,HK,21,60,1993,8,15
G.template-0,1,16,G.template-1,0,HK,0,8,1993,8,1
G.template-0,3,17,G.template-1,1,HK,0,5,1993,8,2
G.template-0,17,18,G.template-1,0,HK,0,33,1993,8,17
G.template-0,1,19,G.template-1,0,HK,0,2,1993,8,1
G.template-0,3,21,G.template-1,0,HK,0,4,1993,8,3
G.template-0,13,22,G.template-1,0,HK,0,21,1993,8,13
G.template-0,2,0,G.template-1,0,HK,0,7,1993,9,2
G.template-0,69,2,G.template-1,0,HK,0,182,1993,9,69
G.template-0,88,3,G.template-1,0,HK,0,157,1993,9,88
G.template-0,94,4,G.template-1,38,HK,1,165,1993,9,55
G.template-0,1,6,G.template-1,0,HK,0,1,1993,9,1
G.template-0,74,8,G.template-1,3,HK,4,153,1993,9,67
G.template-0,32,9,G.template-1,0,HK,0,164,1993,9,32
G.template-0,18,11,G.template-1,2,HK,14,61,1993,9,2
G.template-0,20,12,G.template-1,0,HK,0,41,1993,9,20
G.template-0,56,13,G.template-1,0,HK,0,160,1993,9,56
G.template-0,37,14,G.template-1,0,HK,22,60,1993,9,15
G.template-0,28,15,G.template-1,5,HK,0,123,1993,9,23
G.template-0,1,16,G.template-1,0,HK,0,8,1993,9,1
G.template-0,3,17,G.template-1,1,HK,0,5,1993,9,2
G.template-0,18,18,G.template-1,0,HK,0,33,1993,9,18
G.template-0,1,19,G.template-1,0,HK,0,2,1993,9,1
G.template-0,3,21,G.template-1,0,HK,0,4,1993,9,3
G.template-0,13,22,G.template-1,0,HK,0,21,1993,9,13
G.template-0,2,0,G.template-1,0,HK,0,7,1993,10,2
G.template-0,69,2,G.template-1,0,HK,0,182,1993,10,69
G.template-0,88,3,G.template-1,0,HK,0,157,1993,10,88
G.template-0,94,4,G.template-1,38,HK,1,165,1993,10,55
G.template-0,1,5,G.template-1,0,HK,0,1,1993,10,1
G.template-0,1,6,G.template-1,0,HK,0,1,1993,10,1
G.template-0,74,8,G.template-1,3,HK,4,153,1993,10,67
G.template-0,32,9,G.template-1,0,HK,0,164,1993,10,32
G.template-0,18,11,G.template-1,2,HK,14,61,1993,10,2
G.template-0,20,12,G.template-1,0,HK,0,41,1993,10,20
G.template-0,57,13,G.template-1,0,HK,0,160,1993,10,57
G.template-0,37,14,G.template-1,0,HK,22,60,1993,10,15
G.template-0,28,15,G.template-1,5,HK,0,123,1993,10,23
G.template-0,1,16,G.template-1,0,HK,0,8,1993,10,1
G.template-0,3,17,G.template-1,1,HK,0,5,1993,10,2
G.template-0,18,18,G.template-1,0,HK,0,33,1993,10,18
G.template-0,1,19,G.template-1,0,HK,0,2,1993,10,1
G.template-0,48,20,G.template-1,0,HK,0,66,1993,10,48
G.template-0,3,21,G.template-1,0,HK,0,4,1993,10,3
G.template-0,13,22,G.template-1,0,HK,0,21,1993,10,13
G.template-0,2,0,G.template-1,0,HK,0,7,1993,11,2
G.template-0,64,1,G.template-1,0,HK,0,113,1993,11,64
G.template-0,69,2,G.template-1,0,HK,0,182,1993,11,69
G.template-0,94,3,G.template-1,0,HK,1,157,1993,11,93
G.template-0,107,4,G.template-1,25,HK,2,165,1993,11,80
G.template-0,1,5,G.template-1,0,HK,0,1,1993,11,1
G.template-0,1,6,G.template-1,0,HK,0,1,1993,11,1
G.template-0,12,7,G.template-1,0,HK,0,21,1993,11,12
G.template-0,75,8,G.template-1,3,HK,4,153,1993,11,68
G.template-0,32,9,G.template-1,0,HK,0,164,1993,11,32
G.template-0,33,10,G.template-1,0,HK,0,150,1993,11,33
G.template-0,21,11,G.template-1,1,HK,17,61,1993,11,3
G.template-0,20,12,G.template-1,0,HK,0,41,1993,11,20
G.template-0,57,13,G.template-1,0,HK,0,160,1993,11,57
G.template-0,35,14,G.template-1,0,HK,21,60,1993,11,14
G.template-0,29,15,G.template-1,5,HK,0,123,1993,11,24
G.template-0,2,16,G.template-1,0,HK,0,8,1993,11,2
G.template-0,3,17,G.template-1,1,HK,0,5,1993,11,2
G.template-0,18,18,G.template-1,0,HK,0,33,1993,11,18
G.template-0,1,19,G.template-1,0,HK,0,2,1993,11,1
G.template-0,46,20,G.template-1,0,HK,0,66,1993,11,46
G.template-0,3,21,G.template-1,0,HK,0,4,1993,11,3
G.template-0,13,22,G.template-1,0,HK,0,21,1993,11,13
G.template-0,3,16,G.template-1,0,HK,3,8,1994,1,0
G.template-0,13,22,G.template-1,13,HK,0,21,1994,1,0
G.template-0,16,12,G.template-1,0,HK,12,41,1994,2,4
G.template-0,50,13,G.template-1,2,HK,1,160,1994,2,47
G.template-0,1,16,G.template-1,0,HK,0,8,1994,2,1
G.template-0,11,22,G.template-1,6,HK,0,21,1994,2,5
G.template-0,75,4,G.template-1,52,HK,2,165,1994,3,21
G.template-0,24,12,G.template-1,0,HK,14,41,1994,3,10
G.template-0,55,13,G.template-1,2,HK,1,160,1994,3,52
G.template-0,2,16,G.template-1,0,HK,1,8,1994,3,1
G.template-0,1,21,G.template-1,0,HK,0,4,1994,3,1
G.template-0,12,22,G.template-1,3,HK,0,21,1994,3,9
G.template-0,87,4,G.template-1,48,HK,2,165,1994,4,37
G.template-0,23,12,G.template-1,0,HK,12,41,1994,4,11
G.template-0,61,13,G.template-1,2,HK,1,160,1994,4,58
G.template-0,2,16,G.template-1,0,HK,1,8,1994,4,1
G.template-0,1,17,G.template-1,1,HK,0,5,1994,4,0
G.template-0,1,19,G.template-1,0,HK,0,2,1994,4,1
G.template-0,1,21,G.template-1,0,HK,0,4,1994,4,1
G.template-0,11,22,G.template-1,0,HK,0,21,1994,4,11
G.template-0,94,4,G.template-1,40,HK,2,165,1994,5,52
G.template-0,1,6,G.template-1,0,HK,0,1,1994,5,1
G.template-0,3,11,G.template-1,1,HK,2,61,1994,5,0
G.template-0,9,12,G.template-1,0,HK,0,41,1994,5,9
G.template-0,43,13,G.template-1,0,HK,0,160,1994,5,43
G.template-0,0,16,G.template-1,0,HK,0,8,1994,5,0
G.template-0,2,17,G.template-1,1,HK,0,5,1994,5,1
G.template-0,1,19,G.template-1,0,HK,0,2,1994,5,1
G.template-0,2,21,G.template-1,0,HK,0,4,1994,5,2
G.template-0,10,22,G.template-1,0,HK,0,21,1994,5,10
G.template-0,73,3,G.template-1,0,HK,0,157,1994,6,73
G.template-0,88,4,G.template-1,40,HK,1,165,1994,6,47
G.template-0,1,6,G.template-1,0,HK,0,1,1994,6,1
G.template-0,4,11,G.template-1,0,HK,3,61,1994,6,1
G.template-0,10,12,G.template-1,0,HK,0,41,1994,6,10
G.template-0,46,13,G.template-1,0,HK,0,160,1994,6,46
G.template-0,21,15,G.template-1,7,HK,0,123,1994,6,14
G.template-0,0,16,G.template-1,0,HK,0,8,1994,6,0
G.template-0,2,17,G.template-1,1,HK,0,5,1994,6,1
G.template-0,1,19,G.template-1,0,HK,0,2,1994,6,1
G.template-0,2,21,G.template-1,0,HK,0,4,1994,6,2
G.template-0,10,22,G.template-1,0,HK,0,21,1994,6,10
G.template-0,1,0,G.template-1,0,HK,0,7,1994,7,1
G.template-0,79,3,G.template-1,0,HK,0,157,1994,7,79
G.template-0,91,4,G.template-1,39,HK,1,165,1994,7,51
G.template-0,1,6,G.template-1,0,HK,0,1,1994,7,1
G.template-0,21,9,G.template-1,0,HK,2,164,1994,7,19
G.template-0,5,11,G.template-1,1,HK,3,61,1994,7,1
G.template-0,11,12,G.template-1,0,HK,0,41,1994,7,11
G.template-0,49,13,G.template-1,0,HK,0,160,1994,7,49
G.template-0,23,15,G.template-1,7,HK,0,123,1994,7,16
G.template-0,0,16,G.template-1,0,HK,0,8,1994,7,0
G.template-0,2,17,G.template-1,1,HK,0,5,1994,7,1
G.template-0,1,19,G.template-1,0,HK,0,2,1994,7,1
G.template-0,3,21,G.template-1,0,HK,0,4,1994,7,3
G.template-0,11,22,G.template-1,0,HK,0,21,1994,7,11
G.template-0,1,0,G.template-1,0,HK,0,7,1994,8,1
G.template-0,85,3,G.template-1,0,HK,1,157,1994,8,84
G.template-0,105,4,G.template-1,25,HK,2,165,1994,8,78
G.template-0,1,5,G.template-1,0,HK,0,1,1994,8,1
G.template-0,1,6,G.template-1,0,HK,0,1,1994,8,1
G.template-0,12,7,G.template-1,0,HK,0,21,1994,8,12
G.template-0,21,9,G.template-1,0,HK,2,164,1994,8,19
G.template-0,9,11,G.template-1,1,HK,7,61,1994,8,1
G.template-0,15,12,G.template-1,0,HK,0,41,1994,8,15
G.template-0,50,13,G.template-1,0,HK,0,160,1994,8,50
G.template-0,25,15,G.template-1,7,HK,0,123,1994,8,18
G.template-0,1,16,G.template-1,0,HK,0,8,1994,8,1
G.template-0,2,17,G.template-1,1,HK,0,5,1994,8,1
G.template-0,1,19,G.template-1,0,HK,0,2,1994,8,1
G.template-0,3,21,G.template-1,0,HK,0,4,1994,8,3
G.template-0,11,22,G.template-1,0,HK,0,21,1994,8,11
G.template-0,1,0,G.template-1,0,HK,0,7,1994,9,1
G.template-0,66,1,G.template-1,0,HK,0,113,1994,9,66
G.template-0,85,3,G.template-1,0,HK,1,157,1994,9,84
G.template-0,105,4,G.template-1,25,HK,2,165,1994,9,78
G.template-0,1,5,G.template-1,0,HK,0,1,1994,9,1
G.template-0,1,6,G.template-1,0,HK,0,1,1994,9,1
G.template-0,12,7,G.template-1,0,HK,0,21,1994,9,12
G.template-0,22,9,G.template-1,0,HK,2,164,1994,9,20
G.template-0,9,11,G.template-1,1,HK,7,61,1994,9,1
G.template-0,15,12,G.template-1,0,HK,0,41,1994,9,15
G.template-0,50,13,G.template-1,0,HK,0,160,1994,9,50
G.template-0,25,15,G.template-1,7,HK,0,123,1994,9,18
G.template-0,1,16,G.template-1,0,HK,0,8,1994,9,1
G.template-0,2,17,G.template-1,1,HK,0,5,1994,9,1
G.template-0,18,18,G.template-1,0,HK,0,33,1994,9,18
G.template-0,1,19,G.template-1,0,HK,0,2,1994,9,1
